Frequency (Hz)	Level (dB)
7902.685547	-63.184322
7913.452148	-61.663536
7924.218750	-62.057224
7934.985352	-63.339851
7945.751953	-63.385406
7956.518555	-63.651264
7967.285156	-63.845562
7978.051758	-63.575081
7988.818359	-62.430260
7999.584961	-62.147942
8010.351562	-62.436302
8021.118164	-63.574242
8031.884766	-64.424782
8042.651367	-63.917538
8053.417969	-64.348083
8064.184570	-64.527565
8074.951172	-64.133965
8085.717773	-64.610680
8096.484375	-64.355507
8107.250977	-61.056499
8118.017578	-60.704109
8128.784180	-63.370445
8139.550781	-64.579750
8150.317383	-62.044724
8161.083984	-61.092392
8171.850586	-61.113876
8182.617188	-62.107677
8193.383789	-62.024487
8204.150391	-60.963959
8214.916992	-60.613293
8225.683594	-64.545456
8236.450195	-65.167778
8247.216797	-63.396011
8257.983398	-60.324028
8268.750000	-59.838116
8279.516602	-62.022594
8290.283203	-62.091209
8301.049805	-61.890350
8311.816406	-61.622776
8322.583008	-61.412167
8333.349609	-61.596157
8344.116211	-62.047104
8354.882812	-62.344467
8365.649414	-62.444717
8376.416016	-62.757153
8387.182617	-63.992569
8397.949219	-63.620117
8408.715820	-63.014278
8419.482422	-61.306587
8430.249023	-59.459717
8441.015625	-59.309025
8451.782227	-60.501759
8462.548828	-60.613907
8473.315430	-59.742771
8484.082031	-60.046200
8494.848633	-63.508812
8505.615234	-63.091915
8516.381836	-60.567219
8527.148438	-61.091148
8537.915039	-63.670067
8548.681641	-62.874775
8559.448242	-62.189072
8570.214844	-60.727905
8580.981445	-60.970703
8591.748047	-62.933918
8602.514648	-61.852146
8613.281250	-62.238640
8624.047852	-63.039211
8634.814453	-61.994942
8645.581055	-60.682873
8656.347656	-61.782867
8667.114258	-64.397736
8677.880859	-63.573975
8688.647461	-62.767338
8699.414062	-63.054367
8710.180664	-63.661972
8720.947266	-62.887257
8731.713867	-62.186119
8742.480469	-62.993114
8753.247070	-63.427467
8764.013672	-62.287338
8774.780273	-64.124634
8785.546875	-64.135902
8796.313477	-62.104237
8807.080078	-59.400379
8817.846680	-60.778439
8828.613281	-65.044930
8839.379883	-65.112221
8850.146484	-65.821426
8860.913086	-65.361229
8871.679688	-67.211937
8882.446289	-68.178444
8893.212891	-67.809120
8903.979492	-66.687775
8914.746094	-66.147751
8925.512695	-65.060173
8936.279297	-65.229332
8947.045898	-66.712753
8957.812500	-66.248184
8968.579102	-66.535225
8979.345703	-65.832397
8990.112305	-64.909645
9000.878906	-65.690239
9011.645508	-66.250923
9022.412109	-63.851807
9033.178711	-64.757187
9043.945312	-66.462212
9054.711914	-66.486259
9065.478516	-64.437828
9076.245117	-63.257000
9087.011719	-64.055534
9097.778320	-64.171585
9108.544922	-64.297951
9119.311523	-64.540535
9130.078125	-66.008667
9140.844727	-63.591316
9151.611328	-61.480888
9162.377930	-60.738037
9173.144531	-62.305855
9183.911133	-63.250160
9194.677734	-62.826962
9205.444336	-63.130573
9216.210938	-64.635391
9226.977539	-63.937771
9237.744141	-64.340317
9248.510742	-64.593018
9259.277344	-65.786446
9270.043945	-66.404327
9280.810547	-64.574120
9291.577148	-64.421844
9302.343750	-65.300377
9313.110352	-63.622448
9323.876953	-62.409103
9334.643555	-62.669407
9345.410156	-63.389160
9356.176758	-63.783470
9366.943359	-63.977940
9377.709961	-65.249863
9388.476562	-65.196915
9399.243164	-64.641350
9410.009766	-63.333935
9420.776367	-63.213367
9431.542969	-63.634682
9442.309570	-62.965996
9453.076172	-63.441414
9463.842773	-62.518326
9474.609375	-62.975422
9485.375977	-62.970608
9496.142578	-62.621532
9506.909180	-62.039486
9517.675781	-60.600849
9528.442383	-61.911720
9539.208984	-63.441776
9549.975586	-62.167213
9560.742188	-63.685860
9571.508789	-63.676502
9582.275391	-63.397404
9593.041992	-63.615208
9603.808594	-64.497467
9614.575195	-65.315353
9625.341797	-64.737808
9636.108398	-63.810974
9646.875000	-63.609455
9657.641602	-64.210724
9668.408203	-62.932270
9679.174805	-63.028450
9689.941406	-63.616665
9700.708008	-64.029549
9711.474609	-64.409470
9722.241211	-66.280678
9733.007812	-65.638054
9743.774414	-65.936150
9754.541016	-65.036163
9765.307617	-64.843475
9776.074219	-66.167328
9786.840820	-67.118698
9797.607422	-67.456520
